ID,Prob1
163, 0.94573
164, 0.38977
165, 0.35210
166, 0.14399
167, 0.20448
168, 0.12992
169, 0.35573
170, 0.17890
171, 0.16616
172, 0.29897
173, 0.80760
174, 0.17795
175, 0.37063
176, 0.06902
177, 0.50297
178, 0.65754
179, 0.24743
180, 0.43977
181, 0.55114
182, 0.32513
183, 0.82005
184, 0.26521
185, 0.30380
186, 0.53067
187, 0.28052
188, 0.14993
189, 0.34007
190, 0.11678
191, 0.05864
192, 0.33661
193, 0.24103
194, 0.18884
195, 0.15466
196, 0.08402
197, 0.16501
198, 0.39351
199, 0.19329
200, 0.31957
201, 0.13677
202, 0.23231
203, 0.30322
204, 0.10031
205, 0.82095
206, 0.23094
207, 0.07852
208, 0.21963
209, 0.09999
210, 0.22414
211, 0.22214
212, 0.48820
213, 0.30894
214, 0.40018
215, 0.56866
216, 0.26093
217, 0.14187
218, 0.25970
219, 0.45243
220, 0.30745
221, 0.65401
222, 0.23805
223, 0.32578
224, 0.14746
225, 0.28193
226, 0.24066
227, 0.13977
228, 0.65024
229, 0.38214
230, 0.13103
231, 0.27651
232, 0.22622
233, 0.77254
234, 0.34671
235, 0.31906
236, 0.20840
237, 0.22468
238, 0.74053
239, 0.61731
240, 0.33752
241, 0.25152
242, 0.70517
243, 0.47234
244, 0.57239
245, 0.28995
246, 0.16721
247, 0.26107
248, 0.46837
249, 0.58306
250, 0.39869
251, 0.16204
252, 0.46183
253, 0.25540
254, 0.71196
255, 0.20433
256, 0.06406
257, 0.10611
258, 0.58134
259, 0.61721
260, 0.79767
261, 0.24355
262, 0.13383
263, 0.12263
264, 0.29339
265, 0.79563
266, 0.45609
267, 0.19264
268, 0.20235
269, 0.21946
270, 0.41843
271, 0.23188
272, 0.15185
273, 0.39515
274, 0.21595
275, 0.39331
276, 0.39985
277, 0.43208
278, 0.31619
279, 0.23993
280, 0.42253
281, 0.70927
282, 0.36815
283, 0.26880
284, 0.77744
285, 0.57737
286, 0.44613
287, 0.23465
288, 0.52452
289, 0.35898
290, 0.17810
291, 0.13385
292, 0.52639
293, 0.24832
294, 0.31863
295, 0.43249
296, 0.23969
297, 0.21170
298, 0.79606
299, 0.29176
300, 0.37896
301, 0.21330
302, 0.42181
303, 0.32383
304, 0.44284
305, 0.17276
306, 0.43812
307, 0.81689
308, 0.17724
309, 0.44528
310, 0.70484
311, 0.28614
312, 0.14799
313, 0.15665
314, 0.81400
315, 0.50284
316, 0.27044
317, 0.28890
318, 0.10135
319, 0.79113
320, 0.64368
321, 0.65208
322, 0.09826
323, 0.76134
324, 0.11825
325, 0.35113
326, 0.22567
327, 0.29947
328, 0.26597
329, 0.14023
330, 0.21146
331, 0.06702
332, 0.31182
333, 0.46432
334, 0.48724
335, 0.73973
336, 0.27249
337, 0.81515
338, 0.50001
339, 0.41622
340, 0.78594
341, 0.13390
342, 0.78041
343, 0.17822
344, 0.70431
345, 0.21269
346, 0.25739
347, 0.18419
348, 0.73365
349, 0.16951
350, 0.50506
351, 0.24556
352, 0.29034
353, 0.18948
354, 0.32865
355, 0.19190
356, 0.29746
357, 0.29720
358, 0.21417
359, 0.09652
360, 0.26208
361, 0.48358
362, 0.46333
363, 0.13971
364, 0.42184
365, 0.32031
366, 0.37320
367, 0.27747
368, 0.34090
369, 0.29451
370, 0.28836
371, 0.61795
372, 0.54458
373, 0.24806
374, 0.28778
375, 0.46201
376, 0.52221
377, 0.27616
378, 0.09807
379, 0.14512
380, 0.46148
381, 0.20035
382, 0.25909
383, 0.23253
384, 0.38951
385, 0.26359
386, 0.33293
387, 0.29442
388, 0.11672
389, 0.39088
390, 0.18814
391, 0.68260
392, 0.65086
393, 0.70304
394, 0.40044
395, 0.31587
396, 0.33720
397, 0.45908
398, 0.22406
399, 0.08310
400, 0.40038
401, 0.35925
402, 0.43378
403, 0.22083
404, 0.38193
405, 0.30682
406, 0.20702
407, 0.40862
408, 0.38360
409, 0.23439
410, 0.71137
411, 0.22319
412, 0.12550
413, 0.65939
414, 0.15329
415, 0.25568
416, 0.36556
417, 0.84923
418, 0.57550
419, 0.32938
420, 0.22617
421, 0.18951
422, 0.16331
423, 0.19866
424, 0.20968
425, 0.21495
426, 0.72058
427, 0.21181
428, 0.11428
429, 0.13974
430, 0.30619
431, 0.71067
432, 0.52695
433, 0.09906
434, 0.52668
435, 0.47427
436, 0.71166
437, 0.24535
438, 0.23034
439, 0.19882
440, 0.24660
441, 0.41386
442, 0.43379
443, 0.30750
444, 0.12624
445, 0.16953
446, 0.24293
447, 0.32464
448, 0.30886
449, 0.18940
450, 0.80319
451, 0.38957
452, 0.46865
453, 0.81196
454, 0.06530
455, 0.36692
456, 0.20491
457, 0.21876
458, 0.25621
459, 0.25963
460, 0.80447
461, 0.59702
462, 0.02090
463, 0.20802
464, 0.87259
465, 0.41671
466, 0.42338
467, 0.47850
468, 0.21263
469, 0.76418
470, 0.18292
471, 0.19368
472, 0.42824
473, 0.20103
474, 0.27533
475, 0.21624
476, 0.14145
477, 0.33276
478, 0.05497
479, 0.60327
480, 0.27129
481, 0.05461
482, 0.52696
483, 0.11864
484, 0.31516
485, 0.24345
486, 0.31652
487, 0.74528
488, 0.28197
489, 0.40254
490, 0.36647
491, 0.21897
492, 0.12032
493, 0.16509
494, 0.29222
495, 0.77170
496, 0.30278
497, 0.02074
498, 0.30863
499, 0.27380
500, 0.17684
501, 0.06946
502, 0.50816
503, 0.10026
504, 0.28675
505, 0.33158
506, 0.11179
507, 0.56556
508, 0.19939
509, 0.35118
510, 0.41513
511, 0.26751
512, 0.38058
513, 0.44206
514, 0.19683
515, 0.69445
516, 0.60932
517, 0.25257
518, 0.45236
519, 0.58681
520, 0.01505
521, 0.55133
522, 0.27915
523, 0.30438
524, 0.27370
525, 0.47688
526, 0.10617
527, 0.50486
528, 0.34847
529, 0.95849
530, 0.27384
531, 0.47726
532, 0.38638
533, 0.32196
534, 0.34581
535, 0.26315
536, 0.18715
537, 0.31361
538, 0.20871
539, 0.47604
540, 0.22111
541, 0.23958
542, 0.28395
543, 0.13904
544, 0.21180
545, 0.40701
546, 0.42926
547, 0.14643
548, 0.28293
549, 0.57252
550, 0.65684
551, 0.79074
552, 0.12810
553, 0.58718
554, 0.38836
555, 0.10544
556, 0.14153
557, 0.27118
558, 0.12913
559, 0.67264
560, 0.40971
561, 0.25418
562, 0.36731
563, 0.61478
564, 0.35786
565, 0.14959
566, 0.41598
567, 0.75859
568, 0.30846
569, 0.11461
570, 0.59168
571, 0.47129
572, 0.15947
573, 0.36271
574, 0.33595
575, 0.38330
576, 0.07109
577, 0.32989
578, 0.29879
579, 0.19664
580, 0.20632
581, 0.10649
582, 0.73099
583, 0.46871
584, 0.40134
585, 0.48149
586, 0.15309
587, 0.14450
588, 0.16634
589, 0.39364
590, 0.22638
591, 0.62997
592, 0.27147
593, 0.27394
594, 0.57063
595, 0.34246
596, 0.52943
597, 0.29531
598, 0.42079
599, 0.52625
600, 0.22452
601, 0.26384
602, 0.19321
603, 0.23179
604, 0.28378
605, 0.58885
606, 0.23919
607, 0.55491
608, 0.20314
609, 0.32986
610, 0.29203
611, 0.09593
612, 0.25516
613, 0.71445
614, 0.32361
615, 0.07148
616, 0.34819
617, 0.45438
618, 0.30048
619, 0.09225
620, 0.12943
621, 0.39199
622, 0.44778
623, 0.11321
624, 0.48964
625, 0.27383
626, 0.06328
627, 0.40486
628, 0.72031
629, 0.24677
630, 0.19669
631, 0.24824
632, 0.19277
633, 0.43059
634, 0.50996
635, 0.17287
636, 0.38594
637, 0.12362
638, 0.32945
639, 0.29879
640, 0.38198
641, 0.15674
642, 0.33842
643, 0.52780
644, 0.39780
645, 0.22076
646, 0.54633
647, 0.42251
648, 0.39865
649, 0.72192
650, 0.26990
651, 0.28680
652, 0.44245
653, 0.45735
654, 0.10801
655, 0.47493
656, 0.56858
657, 0.20519
658, 0.86023
659, 0.19247
660, 0.23645
661, 0.37696
662, 0.23222
663, 0.12267
664, 0.52482
665, 0.24882
666, 0.29647
667, 0.39820
668, 0.76949
669, 0.49306
670, 0.36080
671, 0.26067
672, 0.31108
673, 0.50634
674, 0.20653
675, 0.18941
676, 0.61806
677, 0.84260
678, 0.25349
679, 0.75676
680, 0.17040
681, 0.41714
682, 0.06131
683, 0.49479
684, 0.33467
685, 0.21273
686, 0.17083
687, 0.30758
688, 0.62906
689, 0.30808
690, 0.03702
691, 0.52129
692, 0.15775
693, 0.15895
694, 0.10285
695, 0.15759
696, 0.18108
697, 0.06717
698, 0.50536
699, 0.29367
700, 0.68131
701, 0.39542
702, 0.43099
703, 0.76103
704, 0.11620
705, 0.65717
706, 0.15099
707, 0.22008
708, 0.14245
709, 0.43249
710, 0.13065
711, 0.14564
712, 0.24179
713, 0.41821
714, 0.03317
715, 0.30212
716, 0.17794
717, 0.16199
718, 0.25480
719, 0.38163
720, 0.78844
721, 0.25117
722, 0.29653
723, 0.62329
724, 0.15826
725, 0.26958
726, 0.25378
727, 0.83519
728, 0.75745
729, 0.80828
730, 0.31341
731, 0.70544
732, 0.21394
733, 0.76394
734, 0.43841
735, 0.53198
736, 0.10462
737, 0.40632
738, 0.21272
739, 0.42138
740, 0.12863
741, 0.44124
742, 0.29384
743, 0.23349
744, 0.59609
745, 0.43807
746, 0.10667
747, 0.30215
748, 0.66913
749, 0.46051
750, 0.88211
751, 0.39445
752, 0.31543
753, 0.08635
754, 0.40889
755, 0.39232
756, 0.53888
757, 0.11349
758, 0.12237
759, 0.47794
760, 0.87183
761, 0.18826
762, 0.60828
763, 0.84548
764, 0.79600
765, 0.14660
766, 0.33541
767, 0.33934
768, 0.68679
769, 0.22752
770, 0.18903
771, 0.28868
772, 0.35991
773, 0.42039
774, 0.29333
775, 0.84653
776, 0.21175
777, 0.64838
778, 0.08523
779, 0.15633
780, 0.42331
781, 0.13683
782, 0.33340
783, 0.35724
784, 0.87835
785, 0.49347
786, 0.51626
787, 0.67325
788, 0.28401
789, 0.38121
790, 0.34724
791, 0.21813
792, 0.41845
793, 0.35225
794, 0.13435
795, 0.57759
796, 0.21516
797, 0.53954
798, 0.10651
799, 0.30080
800, 0.12295
801, 0.51167
802, 0.20011
803, 0.21754
804, 0.02072
805, 0.58684
806, 0.26891
807, 0.10709
808, 0.13917
809, 0.21671
810, 0.11041
811, 0.23529
812, 0.54264
813, 0.19085
814, 0.34410
815, 0.25872
816, 0.68442
817, 0.72410
818, 0.09669
819, 0.57454
820, 0.08440
821, 0.32761
822, 0.33751
823, 0.29003
824, 0.35530
825, 0.47370
826, 0.20932
827, 0.40550
828, 0.11008
829, 0.31572
830, 0.17548
831, 0.05965
832, 0.85988
833, 0.32013
834, 0.26281
835, 0.34787
836, 0.22282
837, 0.59990
838, 0.45372
839, 0.40960
840, 0.25450
841, 0.69680
842, 0.16331
843, 0.38127
844, 0.36458
845, 0.15585
846, 0.43045
847, 0.16082
848, 0.43037
849, 0.26449
850, 0.44563
851, 0.24611
852, 0.19810
853, 0.20548
854, 0.32592
855, 0.26815
856, 0.17744
857, 0.49698
858, 0.21320
859, 0.24384
860, 0.08794
861, 0.48047
862, 0.38772
863, 0.41230
864, 0.18975
865, 0.19357
866, 0.46191
867, 0.19691
868, 0.47066
869, 0.19182
870, 0.39650
871, 0.35365
872, 0.07124
873, 0.18287
874, 0.27037
875, 0.38891
876, 0.16948
877, 0.16503
878, 0.22625
879, 0.34713
880, 0.65730
881, 0.11884
882, 0.30280
883, 0.44246
884, 0.24395
885, 0.42315
886, 0.48171
887, 0.64844
888, 0.40827
889, 0.18813
890, 0.62568
891, 0.23273
892, 0.28687
893, 0.38768
894, 0.24675
895, 0.13360
896, 0.09258
897, 0.08306
898, 0.29650
899, 0.62117
900, 0.40478
901, 0.22406
902, 0.38673
903, 0.73414
904, 0.18408
905, 0.23085
906, 0.33505
907, 0.35527
908, 0.18649
909, 0.22734
910, 0.38241
911, 0.30533
912, 0.31311
913, 0.19052
914, 0.20895
915, 0.62933
916, 0.25827
917, 0.04942
918, 0.43354
919, 0.32021
920, 0.14929
921, 0.19921
922, 0.42170
923, 0.21195
924, 0.31527
925, 0.59275
926, 0.21360
927, 0.48022
928, 0.12261
929, 0.26376
930, 0.55937
931, 0.13546
932, 0.41900
933, 0.31733
934, 0.13692
935, 0.47529
936, 0.82042
937, 0.07345
938, 0.48208
939, 0.07882
940, 0.57887
941, 0.28166
942, 0.18768
943, 0.52742
944, 0.12367
945, 0.23074
946, 0.31846
947, 0.07906
948, 0.69680
949, 0.67202
950, 0.19677
951, 0.83142
952, 0.26134
953, 0.41007
954, 0.48279
955, 0.39691
956, 0.28562
957, 0.11866
958, 0.23088
959, 0.29972
960, 0.39176
961, 0.32415
962, 0.82922
963, 0.45373
964, 0.33139
965, 0.23845
966, 0.29562
967, 0.43765
968, 0.20368
969, 0.87832
970, 0.37807
971, 0.73343
972, 0.22660
973, 0.19749
974, 0.15159
975, 0.21393
976, 0.55869
977, 0.25710
978, 0.31304
979, 0.42405
980, 0.61350
981, 0.46017
982, 0.10988
983, 0.22451
984, 0.56684
985, 0.19964
986, 0.17627
987, 0.35369
988, 0.35284
989, 0.27791
990, 0.18823
991, 0.25449
992, 0.56887
993, 0.30922
994, 0.30479
995, 0.16844
996, 0.29469
997, 0.54983
998, 0.45189
999, 0.17782
1000, 0.84653
1001, 0.76607
1002, 0.75021
1003, 0.15063
1004, 0.37196
1005, 0.49492
1006, 0.25774
1007, 0.35475
1008, 0.17293
1009, 0.32011
1010, 0.22241
1011, 0.22230
1012, 0.08103
1013, 0.17256
1014, 0.28933
1015, 0.20856
1016, 0.08904
1017, 0.23700
1018, 0.72476
1019, 0.44336
1020, 0.13302
1021, 0.28288
1022, 0.44530
1023, 0.49486
1024, 0.26689
1025, 0.26238
1026, 0.20534
1027, 0.42448
1028, 0.06833
1029, 0.14874
1030, 0.15053
1031, 0.39338
1032, 0.79303
1033, 0.72601
1034, 0.33455
1035, 0.21656
1036, 0.61997
1037, 0.54742
1038, 0.11877
1039, 0.39908
1040, 0.33933
1041, 0.11926
1042, 0.25990
1043, 0.50288
1044, 0.14875
1045, 0.68375
1046, 0.81391
1047, 0.06789
1048, 0.40152
1049, 0.43084
1050, 0.60604
1051, 0.16360
1052, 0.22469
1053, 0.29065
1054, 0.36582
1055, 0.49946
1056, 0.23001
1057, 0.40700
1058, 0.41577
1059, 0.21004
1060, 0.29833
1061, 0.60356
1062, 0.21328
1063, 0.33604
1064, 0.14434
1065, 0.38331
1066, 0.29216
1067, 0.13729
1068, 0.42794
1069, 0.29084
1070, 0.36143
1071, 0.45033
1072, 0.77044
1073, 0.18714
1074, 0.26473
1075, 0.15232
1076, 0.71703
1077, 0.05829
1078, 0.53151
1079, 0.20868
1080, 0.26162
1081, 0.37653
1082, 0.21798
1083, 0.48294
1084, 0.15049
1085, 0.92237
1086, 0.15166
1087, 0.39576
1088, 0.02268
1089, 0.30244
1090, 0.11703
1091, 0.40861
1092, 0.25571
1093, 0.32399
1094, 0.22146
1095, 0.30911
1096, 0.55910
1097, 0.56029
1098, 0.11682
1099, 0.28343
1100, 0.39432
1101, 0.32503
1102, 0.36788
1103, 0.61253
1104, 0.20177
1105, 0.28958
1106, 0.35827
1107, 0.22496
1108, 0.30332
1109, 0.55307
1110, 0.19292
1111, 0.76288
1112, 0.76758
1113, 0.55958
1114, 0.44228
1115, 0.38918
1116, 0.06201
1117, 0.18047
1118, 0.34740
1119, 0.15723
1120, 0.28990
1121, 0.64605
1122, 0.54956
1123, 0.32585
1124, 0.62134
1125, 0.30368
1126, 0.53366
1127, 0.49423
1128, 0.15322
1129, 0.26527
1130, 0.64762
1131, 0.24273
1132, 0.38087
1133, 0.60990
1134, 0.33002
1135, 0.31113
1136, 0.79329
1137, 0.92961
1138, 0.39716
1139, 0.12415
1140, 0.08713
1141, 0.75266
1142, 0.91263
1143, 0.10772
1144, 0.58171
1145, 0.70870
1146, 0.01338
1147, 0.88578
1148, 0.20443
1149, 0.48123
1150, 0.68992
1151, 0.49222
1152, 0.47496
1153, 0.54802
1154, 0.30592
1155, 0.38136
1156, 0.40350
1157, 0.33222
1158, 0.35509
1159, 0.12641
1160, 0.37969
1161, 0.22100
1162, 0.08533
1163, 0.23490
1164, 0.44467
1165, 0.94632
1166, 0.73005
1167, 0.77160
1168, 0.15942
1169, 0.29795
1170, 0.80106
1171, 0.92026
1172, 0.52953
1173, 0.22647
1174, 0.46235
1175, 0.66909
1176, 0.37791
1177, 0.13522
1178, 0.37532
1179, 0.16520
1180, 0.08426
1181, 0.32538
1182, 0.47526
1183, 0.47734
1184, 0.33628
1185, 0.41679
1186, 0.41147
1187, 0.46326
1188, 0.38201
1189, 0.48114
1190, 0.18419
1191, 0.57703
1192, 0.55177
1193, 0.47960
1194, 0.04476
1195, 0.37755
1196, 0.27299
1197, 0.14780
1198, 0.38891
1199, 0.31732
1200, 0.31751
1201, 0.24085
1202, 0.56951
1203, 0.64491
1204, 0.03515
1205, 0.59117
1206, 0.80133
1207, 0.17618
1208, 0.17055
1209, 0.19905
1210, 0.24220
1211, 0.10434
1212, 0.58282
1213, 0.41485
1214, 0.46557
1215, 0.20351
1216, 0.30283
1217, 0.33291
1218, 0.18250
1219, 0.29210
1220, 0.91996
1221, 0.49787
1222, 0.69804
1223, 0.35741
1224, 0.58045
1225, 0.64088
1226, 0.56910
1227, 0.28241
1228, 0.60683
1229, 0.31078
1230, 0.40125
1231, 0.22122
1232, 0.22497
1233, 0.48383
1234, 0.12203
1235, 0.33641
1236, 0.20566
1237, 0.37232
1238, 0.45682
1239, 0.63659
1240, 0.12886
1241, 0.26553
1242, 0.15261
1243, 0.57740
1244, 0.63391
1245, 0.11801
1246, 0.33743
1247, 0.28071
1248, 0.68548
1249, 0.08819
1250, 0.43591
1251, 0.89056
1252, 0.40983
1253, 0.40472
1254, 0.28064
1255, 0.27275
1256, 0.31633
1257, 0.48989
1258, 0.09345
1259, 0.18183
1260, 0.29583
1261, 0.62237
1262, 0.36580
1263, 0.27038
1264, 0.11646
1265, 0.89145
1266, 0.31573
1267, 0.52038
1268, 0.56954
1269, 0.26536
1270, 0.16012
1271, 0.35112
1272, 0.15817
1273, 0.23451
1274, 0.25931
1275, 0.44186
1276, 0.24728
1277, 0.56217
1278, 0.26290
1279, 0.30871
1280, 0.39645
1281, 0.55439
1282, 0.40242
1283, 0.11803
1284, 0.23114
1285, 0.25603
1286, 0.15673
1287, 0.73623
1288, 0.02646
1289, 0.15230
1290, 0.27787
1291, 0.15202
1292, 0.64289
1293, 0.34491
1294, 0.22306
1295, 0.71389
1296, 0.34963
1297, 0.60920
1298, 0.23570
1299, 0.22428
1300, 0.24477
1301, 0.62531
1302, 0.09181
1303, 0.22484
1304, 0.41353
1305, 0.63747
1306, 0.36381
1307, 0.49882
1308, 0.22445
1309, 0.23801
1310, 0.27170
1311, 0.34479
1312, 0.22671
1313, 0.45706
1314, 0.37250
1315, 0.25468
1316, 0.50871
1317, 0.44537
1318, 0.11201
1319, 0.32303
1320, 0.41358
1321, 0.34806
1322, 0.32941
1323, 0.40235
1324, 0.06678
1325, 0.78799
1326, 0.19235
1327, 0.49121
1328, 0.44116
1329, 0.31918
1330, 0.16471
1331, 0.27697
1332, 0.26019
1333, 0.91908
1334, 0.27299
1335, 0.51065
1336, 0.14999
1337, 0.13371
1338, 0.18696
1339, 0.83981
1340, 0.17419
1341, 0.34916
1342, 0.16944
1343, 0.15412
1344, 0.13987
1345, 0.24915
1346, 0.20983
1347, 0.52245
1348, 0.08624
1349, 0.18253
1350, 0.58612
1351, 0.31862
1352, 0.23390
1353, 0.25453
1354, 0.15326
1355, 0.28140
1356, 0.45589
1357, 0.14616
1358, 0.36889
1359, 0.18616
1360, 0.40822
1361, 0.13519
1362, 0.36732
1363, 0.68183
1364, 0.36490
1365, 0.30187
1366, 0.08396
1367, 0.50510
1368, 0.13400
1369, 0.40467
1370, 0.85323
1371, 0.46225
1372, 0.29452
1373, 0.31205
1374, 0.17186
1375, 0.27137
1376, 0.62839
1377, 0.74218
1378, 0.09969
1379, 0.22082
1380, 0.25154
1381, 0.26125
1382, 0.25890
1383, 0.19177
1384, 0.21330
1385, 0.19352
1386, 0.94131
1387, 0.20864
1388, 0.26414
1389, 0.17392
1390, 0.14698
1391, 0.10452
1392, 0.11790
1393, 0.05068
1394, 0.32634
1395, 0.75835
1396, 0.17517
1397, 0.15946
1398, 0.20187
1399, 0.16489
1400, 0.19168
1401, 0.44541
1402, 0.15351
1403, 0.12001
1404, 0.26580
1405, 0.02785
1406, 0.13228
1407, 0.56412
1408, 0.42216
1409, 0.12658
1410, 0.22608
1411, 0.23106
1412, 0.24573
1413, 0.21292
1414, 0.72435
1415, 0.47385
1416, 0.32434
1417, 0.35485
1418, 0.22792
1419, 0.20794
1420, 0.31001
1421, 0.54887
1422, 0.73405
1423, 0.76010
1424, 0.44825
1425, 0.44263
1426, 0.55906
1427, 0.45551
1428, 0.20852
1429, 0.35243
1430, 0.27618
1431, 0.27062
1432, 0.29311
1433, 0.12978
1434, 0.31325
1435, 0.21982
1436, 0.33602
1437, 0.62314
1438, 0.31978
1439, 0.90968
1440, 0.60651
1441, 0.11189
1442, 0.14500
1443, 0.39998
1444, 0.50342
1445, 0.70074
1446, 0.18729
1447, 0.73878
1448, 0.17339
1449, 0.13675
1450, 0.47368
1451, 0.18510
1452, 0.19615
1453, 0.20024
1454, 0.13241
1455, 0.21467
1456, 0.22355
1457, 0.72530
1458, 0.47383
1459, 0.11981
1460, 0.23917
1461, 0.29324
1462, 0.63653
1463, 0.11702
1464, 0.26545
1465, 0.15643
1466, 0.55034
1467, 0.22859
1468, 0.25632
1469, 0.32231
1470, 0.13136
1471, 0.31374
1472, 0.83691
1473, 0.13514
1474, 0.57540
1475, 0.32406
1476, 0.48270
1477, 0.44523
1478, 0.45972
1479, 0.45817
1480, 0.30942
1481, 0.28131
1482, 0.56832
1483, 0.08280
1484, 0.55982
1485, 0.18309
1486, 0.23473
1487, 0.44152
1488, 0.48990
1489, 0.25474
1490, 0.14808
1491, 0.23047
1492, 0.39203
1493, 0.12136
1494, 0.20619
1495, 0.09257
1496, 0.18152
1497, 0.24565
1498, 0.20237
1499, 0.47756
1500, 0.32609
1501, 0.23059
1502, 0.55835
1503, 0.43131
1504, 0.31023
1505, 0.53987
1506, 0.47744
1507, 0.28571
1508, 0.07797
1509, 0.07189
1510, 0.63391
1511, 0.37237
1512, 0.08764
1513, 0.32022
1514, 0.41987
1515, 0.18859
1516, 0.47480
1517, 0.21854
1518, 0.31525
1519, 0.18324
1520, 0.88893
1521, 0.22177
1522, 0.19503
1523, 0.30265
1524, 0.08922
1525, 0.48892
1526, 0.08430
1527, 0.72348
1528, 0.25451
1529, 0.39404
1530, 0.39773
1531, 0.36437
1532, 0.17891
1533, 0.29227
1534, 0.75346
1535, 0.22905
1536, 0.32170
1537, 0.50562
1538, 0.47493
1539, 0.14569
1540, 0.25413
1541, 0.35095
1542, 0.23153
1543, 0.40963
1544, 0.28827
1545, 0.03995
1546, 0.24430
1547, 0.32880
1548, 0.14767
1549, 0.18969
1550, 0.63775
1551, 0.12679
1552, 0.09457
1553, 0.28614
1554, 0.39619
1555, 0.10828
1556, 0.08893
1557, 0.52930
1558, 0.12281
1559, 0.11986
1560, 0.58817
1561, 0.17856
1562, 0.30147
1563, 0.09202
1564, 0.32301
1565, 0.07761
1566, 0.76839
1567, 0.19047
1568, 0.40750
1569, 0.21243
1570, 0.11389
1571, 0.31268
1572, 0.21782
1573, 0.15573
1574, 0.36537
1575, 0.36943
1576, 0.69685
1577, 0.36398
1578, 0.20771
1579, 0.32536
1580, 0.46350
1581, 0.24180
1582, 0.17590
1583, 0.20913
1584, 0.20290
1585, 0.32587
1586, 0.35778
1587, 0.41604
1588, 0.25542
1589, 0.33247
1590, 0.62065
1591, 0.47747
1592, 0.15727
1593, 0.23683
1594, 0.25508
1595, 0.09667
1596, 0.30950
1597, 0.34573
1598, 0.24314
1599, 0.43996
1600, 0.25254
1601, 0.24300
1602, 0.32192
1603, 0.75810
1604, 0.35364
1605, 0.37401
1606, 0.37538
1607, 0.09506
1608, 0.60001
1609, 0.42258
1610, 0.13659
1611, 0.14564
1612, 0.33312
1613, 0.05315
1614, 0.42590
1615, 0.50914
1616, 0.19691
1617, 0.11156
1618, 0.32646
1619, 0.60905
1620, 0.17347
1621, 0.42818
1622, 0.17852
1623, 0.40633
1624, 0.10256
1625, 0.21869
1626, 0.21487
1627, 0.55034
1628, 0.34512
1629, 0.79576
1630, 0.65832
1631, 0.33387
1632, 0.75643
1633, 0.42663
1634, 0.38540
1635, 0.72480
1636, 0.23708
1637, 0.40474
1638, 0.74156
1639, 0.40326
1640, 0.11283
1641, 0.05268
1642, 0.35384
1643, 0.11752
1644, 0.39221
1645, 0.61295
1646, 0.24731
1647, 0.51359
1648, 0.13508
1649, 0.24087
1650, 0.16495
1651, 0.19801
1652, 0.24020
1653, 0.40470
1654, 0.26668
1655, 0.54492
1656, 0.10434
1657, 0.14627
1658, 0.31601
1659, 0.73042
1660, 0.27198
1661, 0.24083
1662, 0.26354
1663, 0.17997
